Price,Area,Age,Tenure,Purchaser,Region
2280000,1011.82,0,Leasehold,Private,Bukit Timah
1560000,925.7,17,Leasehold,Private,Bukit Timah
2420000,1140.98,1,Leasehold,Private,Bukit Timah
2080000,1162.51,17,Leasehold,Private,Bukit Timah
2638050,1227.1,18,Freehold,Private,Bukit Timah
1370000,925.7,25,Freehold,HDB,Bukit Timah
1436888,721.19,6,Freehold,Private,Bukit Timah
2215000,1130.22,17,Leasehold,Private,Bukit Timah
2250000,968.76,14,Freehold,Private,Bukit Timah
1993000,688.9,2,Freehold,HDB,Bukit Timah
2930000,1722.24,25,Freehold,Private,Bukit Timah
1850000,947.23,17,Freehold,Private,Bukit Timah
1230000,635.08,9,Leasehold,Private,Bukit Timah
2060000,1474.67,28,Leasehold,Private,Bukit Timah
2765888,1453.14,9,Leasehold,HDB,Bukit Timah
2200000,1173.28,9,Leasehold,Private,Bukit Timah
7350000,2647.94,8,Freehold,Private,Bukit Timah
3050000,1420.85,13,Freehold,Private,Bukit Timah
2775000,1323.97,25,Freehold,Private,Bukit Timah
1720000,1076.4,9,Leasehold,HDB,Bukit Timah
3300000,1722.24,9,Leasehold,Private,Bukit Timah
1675000,839.59,25,Freehold,Private,Bukit Timah
7200000,2658.71,8,Freehold,Private,Bukit Timah
3350000,2002.1,42,Freehold,Private,Bukit Timah
1650000,1227.1,27,Leasehold,Private,Bukit Timah
1615000,1033.34,25,Freehold,HDB,Bukit Timah
3260000,1582.31,13,Freehold,Private,Bukit Timah
3220000,1517.72,25,Freehold,HDB,Bukit Timah
1750000,1011.82,9,Leasehold,Private,Bukit Timah
4128000,2152.8,9,Leasehold,Private,Bukit Timah
1180000,505.91,0,Leasehold,Private,Bukit Timah
2242000,818.06,2,Freehold,Private,Bukit Timah
2008888,990.29,13,Freehold,Private,Bukit Timah
3300000,1711.48,9,Leasehold,Private,Bukit Timah
5160000,2755.58,12,Freehold,Private,Bukit Timah
4550000,2443.43,9,Leasehold,Private,Bukit Timah
1600000,1044.11,25,Freehold,HDB,Bukit Timah
3730000,3089.27,45,Freehold,Private,Bukit Timah
1833000,1011.82,9,Leasehold,Private,Bukit Timah
2888000,1323.97,20,Freehold,Private,Bukit Timah
3.00E+06,1463.9,26,Freehold,Private,Bukit Timah
2850000,1474.67,9,Leasehold,Private,Bukit Timah
1068000,548.96,14,Freehold,Private,Bukit Timah
4800000,2669.47,44,Freehold,Private,Bukit Timah
3588800,2088.22,25,Leasehold,Private,Bukit Timah
2.00E+06,1130.22,11,Freehold,Private,Bukit Timah
3100000,1356.26,33,Freehold,Private,Bukit Timah
3150000,1323.97,11,Freehold,Private,Bukit Timah
1180000,570.49,0,Leasehold,Private,Bukit Timah
1440000,1065.64,28,Leasehold,Private,Bukit Timah
4250000,2098.98,11,Freehold,Private,Bukit Timah
4400000,3735.11,40,Leasehold,Private,Bukit Timah
3080000,1076.4,2,Freehold,Private,Bukit Timah
2590000,1270.15,12,Freehold,Private,Bukit Timah
1068000,613.55,17,Freehold,HDB,Bukit Timah
3250000,1506.96,15,Freehold,Private,Bukit Timah
1840350,710.42,2,Freehold,HDB,Bukit Timah
3390000,1603.84,12,Freehold,Private,Bukit Timah
3980000,2981.63,45,Freehold,Private,Bukit Timah
2200000,1205.57,9,Leasehold,Private,Bukit Timah
1460000,1087.16,28,Leasehold,Private,Bukit Timah
1948000,914.94,26,Freehold,Private,Bukit Timah
2480000,1227.1,15,Freehold,Private,Bukit Timah
1600000,1033.34,25,Freehold,Private,Bukit Timah
1488000,721.19,1,Leasehold,Private,Bukit Timah
2300000,1571.54,6,Freehold,Private,Bukit Timah
2026350,688.9,2,Freehold,Private,Bukit Timah
4.00E+06,1959.05,38,Freehold,HDB,Bukit Timah
2042000,710.42,2,Freehold,Private,Bukit Timah
2600000,1582.31,25,Leasehold,Private,Bukit Timah
1580000,1248.62,43,Leasehold,Private,Bukit Timah
4280000,2066.69,15,Freehold,Private,Bukit Timah
2020000,1410.08,19,Leasehold,Private,Bukit Timah
2100000,979.52,11,Freehold,Private,Bukit Timah
2060000,914.94,11,Freehold,Private,Bukit Timah
1790000,1033.34,9,Leasehold,HDB,Bukit Timah
2028600,979.52,26,Freehold,Private,Bukit Timah
2800000,1399.32,9,Leasehold,Private,Bukit Timah
880000,462.85,6,Freehold,Private,Bukit Timah
3350000,1711.48,9,Leasehold,Private,Bukit Timah
2007000,710.42,2,Freehold,Private,Bukit Timah
3330000,1711.48,9,Leasehold,Private,Bukit Timah
1460000,775.01,9,Leasehold,HDB,Bukit Timah
1350000,667.37,1,Leasehold,HDB,Bukit Timah
1512300,710.42,1,Leasehold,Private,Bukit Timah
3330000,1463.9,12,Freehold,Private,Bukit Timah
2320000,1162.51,19,Freehold,Private,Bukit Timah
1225000,635.08,9,Leasehold,HDB,Bukit Timah
1138000,570.49,0,Leasehold,HDB,Bukit Timah
1825000,936.47,26,Freehold,Private,Bukit Timah
1382000,678.13,1,Leasehold,HDB,Bukit Timah
1640000,936.47,9,Leasehold,Private,Bukit Timah
3130000,2368.08,13,Freehold,Private,Bukit Timah
952000,527.44,10,Freehold,Private,Bukit Timah
4280000,3735.11,40,Leasehold,Private,Bukit Timah
2312888,1216.33,9,Leasehold,HDB,Bukit Timah
2034000,1130.22,17,Leasehold,Private,Bukit Timah
2280000,1011.82,11,Freehold,Private,Bukit Timah
2500000,1969.81,43,Leasehold,Private,Bukit Timah
2600000,1280.92,25,Freehold,Private,Bukit Timah
2490000,1722.24,6,Freehold,HDB,Bukit Timah
3069000,2088.22,45,Freehold,Private,Bukit Timah
1900000,1076.4,9,Leasehold,Private,Bukit Timah
3950000,3089.27,45,Freehold,Private,Bukit Timah
2120000,1496.2,28,Freehold,Private,Bukit Timah
3350000,1819.12,11,Freehold,Private,Bukit Timah
2395000,990.29,11,Freehold,Private,Bukit Timah
8.00E+05,441.32,6,Freehold,HDB,Bukit Timah
1390000,678.13,1,Leasehold,HDB,Bukit Timah
1700000,1173.28,45,Freehold,HDB,Bukit Timah
2950000,1313.21,20,Freehold,HDB,Bukit Timah
2920000,1840.64,25,Leasehold,Private,Bukit Timah
2620000,1657.66,30,Freehold,Private,Bukit Timah
1600000,1227.1,24,Leasehold,Private,Bukit Timah
2300000,1216.33,9,Leasehold,HDB,Bukit Timah
2100888,1011.82,11,Freehold,Private,Bukit Timah
2100000,1065.64,26,Freehold,Private,Bukit Timah
2420000,1227.1,15,Freehold,Private,Bukit Timah
2235000,1011.82,29,Freehold,Private,Bukit Timah
1520000,710.42,1,Leasehold,HDB,Bukit Timah
3040000,1410.08,13,Freehold,Private,Bukit Timah
3550000,1743.77,15,Freehold,Private,Bukit Timah
2330000,1280.92,26,Freehold,Private,Bukit Timah
3250000,1689.95,9,Leasehold,Private,Bukit Timah
3600000,1991.34,18,Freehold,HDB,Bukit Timah
1984000,688.9,2,Freehold,HDB,Bukit Timah
1935000,721.19,2,Freehold,Private,Bukit Timah
1210000,635.08,9,Leasehold,Private,Bukit Timah
2680000,1420.85,9,Leasehold,Private,Bukit Timah
1728888,1022.58,12,Freehold,Private,Bukit Timah
2730000,1410.08,25,Freehold,Private,Bukit Timah
1830000,1076.4,9,Leasehold,Private,Bukit Timah
6200000,2787.88,11,Freehold,Private,Bukit Timah
1698888,936.47,25,Leasehold,Private,Bukit Timah
3050000,1700.71,11,Freehold,Private,Bukit Timah
1740000,818.06,0,Leasehold,HDB,Bukit Timah
1690000,839.59,0,Leasehold,HDB,Bukit Timah
2650000,1700.71,18,Freehold,Private,Bukit Timah
2900000,1410.08,26,Freehold,Private,Bukit Timah
2880000,1044.11,8,Freehold,Private,Bukit Timah
1888000,1356.26,28,Freehold,Private,Bukit Timah
1308000,635.08,9,Leasehold,Private,Bukit Timah
1338000,635.08,9,Leasehold,Private,Bukit Timah
2200000,1614.6,11,Freehold,Private,Bukit Timah
2043000,721.19,2,Freehold,Private,Bukit Timah
1600000,861.12,17,Leasehold,HDB,Bukit Timah
1800000,1270.15,27,Leasehold,Private,Bukit Timah
1133500,505.91,1,Leasehold,HDB,Bukit Timah
1930000,1140.98,17,Leasehold,HDB,Bukit Timah
3500000,1883.7,29,Freehold,Private,Bukit Timah
2830000,1399.32,25,Freehold,Private,Bukit Timah
2250000,968.76,14,Freehold,Private,Bukit Timah
2480000,1216.33,0,Leasehold,Private,Bukit Timah
1980000,1291.68,27,Leasehold,HDB,Bukit Timah
2950000,1937.52,10,Freehold,Private,Bukit Timah
1720000,893.41,26,Freehold,Private,Bukit Timah
2975000,1539.25,9,Leasehold,Private,Bukit Timah
2200000,1367.03,42,Freehold,Private,Bukit Timah
2420000,1044.11,1,Leasehold,HDB,Bukit Timah
2280000,1420.85,25,Freehold,Private,Bukit Timah
1878000,721.19,2,Freehold,Private,Bukit Timah
1660000,753.48,0,Leasehold,Private,Bukit Timah
1185000,516.67,1,Leasehold,Private,Bukit Timah
1230000,656.6,6,Freehold,HDB,Bukit Timah
1675000,979.52,25,Leasehold,Private,Bukit Timah
1920000,1227.1,27,Leasehold,HDB,Bukit Timah
2090000,1022.58,20,Freehold,HDB,Bukit Timah
2130000,979.52,11,Freehold,Private,Bukit Timah
2790000,1399.32,9,Leasehold,Private,Bukit Timah
1230000,635.08,9,Leasehold,HDB,Bukit Timah
3868000,1786.82,26,Freehold,Private,Bukit Timah
1855000,710.42,2,Freehold,Private,Bukit Timah
3800000,2604.89,14,Freehold,Private,Bukit Timah
1738000,947.23,15,Freehold,Private,Bukit Timah
4400000,3670.52,18,Freehold,Private,Bukit Timah
2450000,1259.39,9,Leasehold,Private,Bukit Timah
3700000,1668.42,11,Freehold,Private,Bukit Timah
3260000,1722.24,11,Freehold,Private,Bukit Timah
6050000,2744.82,33,Freehold,Private,Bukit Timah
3278000,1872.94,9,Leasehold,Private,Bukit Timah
1750000,1044.11,9,Leasehold,Private,Bukit Timah
1195000,645.84,9,Leasehold,HDB,Bukit Timah
1780000,882.65,13,Freehold,Private,Bukit Timah
1555000,1054.87,25,Freehold,Private,Bukit Timah
2400000,1033.34,18,Freehold,Private,Bukit Timah
1300000,613.55,0,Leasehold,Private,Bukit Timah
2400000,1367.03,42,Freehold,HDB,Bukit Timah
5100000,2411.14,18,Freehold,Private,Bukit Timah
1700000,947.23,28,Freehold,Private,Bukit Timah
2938888,2045.16,30,Freehold,Private,Bukit Timah
2380000,1345.5,17,Leasehold,HDB,Bukit Timah
1380000,785.77,6,Freehold,Private,Bukit Timah
2300000,1194.8,9,Leasehold,Private,Bukit Timah
1922000,721.19,2,Freehold,Private,Bukit Timah
1690000,1130.22,25,Freehold,HDB,Bukit Timah
2230000,1410.08,25,Freehold,Private,Bukit Timah
1350000,678.13,1,Leasehold,Private,Bukit Timah
2300000,1216.33,9,Leasehold,Private,Bukit Timah
3050000,1539.25,9,Leasehold,HDB,Bukit Timah
3500000,3132.32,12,Freehold,Private,Bukit Timah
2100000,1377.79,12,Freehold,Private,Bukit Timah
3450000,1550.02,11,Freehold,Private,Bukit Timah
2350000,1280.92,9,Leasehold,Private,Bukit Timah
1500000,871.88,17,Leasehold,Private,Bukit Timah
4670000,2927.81,18,Freehold,Private,Bukit Timah
2230000,1345.5,25,Leasehold,Private,Bukit Timah
1758000,925.7,6,Freehold,Private,Bukit Timah
1688000,1205.57,25,Freehold,HDB,Bukit Timah
1470000,785.77,9,Leasehold,Private,Bukit Timah
7500000,5134.43,40,Freehold,Private,Bukit Timah
3550000,1883.7,11,Freehold,Private,Bukit Timah
1910000,990.29,18,Freehold,HDB,Bukit Timah
2880000,1334.74,25,Freehold,HDB,Bukit Timah
2016000,721.19,2,Freehold,HDB,Bukit Timah
1.10E+07,7082.71,11,Freehold,Private,Bukit Timah
2850000,1356.26,14,Freehold,Private,Bukit Timah
4950000,2669.47,41,Freehold,Private,Bukit Timah
5.00E+06,2755.58,12,Freehold,Private,Bukit Timah
2900000,1431.61,25,Freehold,HDB,Bukit Timah
4150000,2518.78,15,Freehold,Private,Bukit Timah
3830000,1959.05,38,Freehold,Private,Bukit Timah
2308000,990.29,11,Freehold,HDB,Bukit Timah
1380000,1033.34,24,Leasehold,Private,Bukit Timah
3380000,1496.2,18,Freehold,Private,Bukit Timah
2780000,1377.79,26,Freehold,Private,Bukit Timah
2320000,1883.7,43,Leasehold,Private,Bukit Timah
2600000,1356.26,20,Freehold,Private,Bukit Timah
2330000,1205.57,9,Leasehold,HDB,Bukit Timah
4300000,3756.64,40,Leasehold,Private,Bukit Timah
2.00E+06,1119.46,6,Freehold,Private,Bukit Timah
2198000,818.06,2,Freehold,Private,Bukit Timah
858000,462.85,6,Freehold,HDB,Bukit Timah
1975000,1108.69,15,Freehold,Private,Bukit Timah
1670000,871.88,0,Leasehold,Private,Bukit Timah
1660000,1270.15,27,Freehold,Private,Bukit Timah
3400000,1754.53,9,Leasehold,Private,Bukit Timah
1100000,516.67,1,Leasehold,Private,Bukit Timah
2250000,1367.03,42,Freehold,Private,Bukit Timah
2950000,1367.03,25,Freehold,Private,Bukit Timah
1526000,785.77,9,Leasehold,Private,Bukit Timah
2020000,1097.93,11,Freehold,Private,Bukit Timah
3880000,1883.7,18,Freehold,HDB,Bukit Timah
2400000,1356.26,9,Leasehold,Private,Bukit Timah
1850000,1001.05,6,Freehold,HDB,Bukit Timah
1500000,1044.11,24,Freehold,Private,Bukit Timah
3500000,1474.67,18,Freehold,Private,Bukit Timah
3170000,1603.84,9,Leasehold,Private,Bukit Timah
1750000,882.65,13,Freehold,Private,Bukit Timah
1350000,721.19,6,Freehold,HDB,Bukit Timah
2380000,1539.25,19,Leasehold,HDB,Bukit Timah
2258000,990.29,11,Freehold,HDB,Bukit Timah
2186000,775.01,2,Freehold,Private,Bukit Timah
1250000,925.7,27,Leasehold,Private,Bukit Timah
1500000,1248.62,24,Leasehold,Private,Bukit Timah
1200000,656.6,9,Leasehold,Private,Bukit Timah
1867900,710.42,2,Freehold,Private,Bukit Timah
1650000,1151.75,19,Leasehold,Private,Bukit Timah
2960000,1582.31,14,Freehold,Private,Bukit Timah
2415000,1044.11,1,Leasehold,Private,Bukit Timah
1420000,710.42,1,Leasehold,Private,Bukit Timah
1780000,1033.34,38,Freehold,Private,Bukit Timah
7888888,4251.78,9,Leasehold,Private,Bukit Timah
2385000,1108.69,10,Freehold,HDB,Bukit Timah
3568000,1657.66,11,Freehold,Private,Bukit Timah
2480000,1044.11,1,Leasehold,Private,Bukit Timah
2.00E+06,1119.46,26,Freehold,Private,Bukit Timah
1820000,1237.86,25,Freehold,Private,Bukit Timah
1500000,936.47,28,Freehold,HDB,Bukit Timah
1240000,635.08,9,Leasehold,Private,Bukit Timah
1608000,1022.58,25,Freehold,Private,Bukit Timah
2300000,1076.4,18,Freehold,Private,Bukit Timah
1800000,1227.1,27,Leasehold,Private,Bukit Timah
3200000,1485.43,12,Freehold,Private,Bukit Timah
4.00E+06,2012.87,9,Leasehold,Private,Bukit Timah
2700000,1679.18,30,Freehold,Private,Bukit Timah
2050000,990.29,13,Freehold,Private,Bukit Timah
1823000,635.08,2,Freehold,Private,Bukit Timah
2150000,1205.57,9,Leasehold,HDB,Bukit Timah
3250000,1700.71,11,Freehold,Private,Bukit Timah
1560000,861.12,0,Leasehold,HDB,Bukit Timah
1933000,958,19,Freehold,Private,Bukit Timah
2230000,1044.11,11,Freehold,Private,Bukit Timah
3200000,1614.6,9,Leasehold,Private,Bukit Timah
1580000,796.54,27,Freehold,Private,Bukit Timah
2100000,1216.33,9,Leasehold,HDB,Bukit Timah
2350000,1205.57,9,Leasehold,HDB,Bukit Timah
1940000,1011.82,9,Leasehold,Private,Bukit Timah
1500000,1087.16,28,Leasehold,Private,Bukit Timah
1810000,1001.05,10,Freehold,Private,Bukit Timah
4958000,1991.34,11,Freehold,Private,Bukit Timah
1570000,947.23,28,Freehold,Private,Bukit Timah
2030000,1463.9,19,Leasehold,Private,Bukit Timah
1460000,742.72,1,Leasehold,HDB,Bukit Timah
2880000,1356.26,20,Freehold,HDB,Bukit Timah
2530000,1399.32,25,Freehold,HDB,Bukit Timah
1320000,635.08,9,Leasehold,HDB,Bukit Timah
1950000,1130.22,17,Leasehold,HDB,Bukit Timah
3810000,1980.58,9,Leasehold,Private,Bukit Timah
1935000,1323.97,28,Freehold,Private,Bukit Timah
2288000,1216.33,9,Leasehold,Private,Bukit Timah
3125000,1496.2,18,Freehold,Private,Bukit Timah
1320000,882.65,25,Freehold,Private,Bukit Timah
1400000,710.42,1,Leasehold,Private,Bukit Timah
1425000,742.72,1,Leasehold,HDB,Bukit Timah
1580000,1022.58,25,Freehold,Private,Bukit Timah
1415200,710.42,1,Leasehold,HDB,Bukit Timah
1530000,1044.11,25,Freehold,Private,Bukit Timah
3638000,1582.31,18,Freehold,Private,Bukit Timah
3160000,1517.72,23,Freehold,Private,Bukit Timah
1200000,570.49,13,Freehold,Private,Bukit Timah
2336350,828.83,2,Freehold,Private,Bukit Timah
3350000,1743.77,42,Freehold,Private,Bukit Timah
2013350,721.19,2,Freehold,Private,Bukit Timah
3600000,2217.38,38,Freehold,Private,Bukit Timah
1931350,710.42,2,Freehold,Private,Bukit Timah
1200000,635.08,9,Leasehold,HDB,Bukit Timah
1830000,947.23,20,Freehold,HDB,Bukit Timah
1636000,1227.1,27,Leasehold,Private,Bukit Timah
1670000,1173.28,24,Leasehold,HDB,Bukit Timah
3350000,2325.02,45,Freehold,Private,Bukit Timah
9500000,3745.87,8,Freehold,Private,Bukit Timah
4080000,1829.88,11,Freehold,Private,Bukit Timah
1730000,1054.87,25,Freehold,Private,Bukit Timah
2868000,1356.26,14,Freehold,Private,Bukit Timah
1730000,947.23,15,Freehold,Private,Bukit Timah
2800000,1313.21,26,Freehold,Private,Bukit Timah
1735000,818.06,0,Leasehold,Private,Bukit Timah
2888000,1603.84,9,Leasehold,Private,Bukit Timah
2280000,1054.87,18,Freehold,Private,Bukit Timah
2368000,828.83,2,Freehold,Private,Bukit Timah
3218000,1786.82,14,Freehold,Private,Bukit Timah
1800000,947.23,28,Leasehold,Private,Bukit Timah
2168000,968.76,20,Freehold,Private,Bukit Timah
1688000,1054.87,9,Leasehold,Private,Bukit Timah
2500000,1377.79,25,Leasehold,Private,Bukit Timah
2650000,1550.02,9,Leasehold,Private,Bukit Timah
3550000,1819.12,11,Freehold,Private,Bukit Timah
2280000,1130.22,0,Leasehold,Private,Bukit Timah
1800000,1119.46,9,Leasehold,Private,Bukit Timah
1468000,742.72,6,Freehold,Private,Bukit Timah
1800000,882.65,13,Freehold,HDB,Bukit Timah
3320000,2098.98,30,Freehold,Private,Bukit Timah
2230000,1173.28,9,Leasehold,Private,Bukit Timah
2475000,1431.61,40,Freehold,HDB,Bukit Timah
2165000,1399.32,28,Freehold,Private,Bukit Timah
3625000,1980.58,9,Leasehold,Private,Bukit Timah
3530000,1582.31,18,Freehold,Private,Bukit Timah
2028000,1140.98,17,Leasehold,Private,Bukit Timah
5555000,3121.56,39,Freehold,Private,Bukit Timah
1880000,1377.79,28,Leasehold,Private,Bukit Timah
2180000,1044.11,11,Freehold,Private,Bukit Timah
3200000,2238.91,45,Freehold,Private,Bukit Timah
2660000,1291.68,18,Freehold,Private,Bukit Timah
1580000,914.94,9,Leasehold,HDB,Bukit Timah
2050000,936.47,11,Freehold,Private,Bukit Timah
2450000,1797.59,43,Leasehold,HDB,Bukit Timah
2300000,1173.28,9,Leasehold,HDB,Bukit Timah
1120000,602.78,9,Leasehold,Private,Bukit Timah
3380000,1679.18,9,Leasehold,Private,Bukit Timah
3480000,1399.32,18,Freehold,Private,Bukit Timah
3300000,1506.96,17,Freehold,Private,Bukit Timah
3170000,1883.7,25,Leasehold,Private,Bukit Timah
2009000,979.52,20,Freehold,HDB,Bukit Timah
1920000,1410.08,19,Leasehold,Private,Bukit Timah
1540000,979.52,28,Leasehold,Private,Bukit Timah
2015000,1528.49,28,Leasehold,Private,Bukit Timah
2150000,1711.48,43,Leasehold,Private,Bukit Timah
3050000,1829.88,31,Freehold,Private,Bukit Timah
2230000,1334.74,45,Freehold,HDB,Bukit Timah
2280000,1216.33,9,Leasehold,Private,Bukit Timah
2490000,1280.92,9,Leasehold,Private,Bukit Timah
7260000,4714.63,13,Freehold,Private,Bukit Timah
1934000,721.19,2,Freehold,Private,Bukit Timah
3.00E+06,1291.68,1,Leasehold,Private,Bukit Timah
1960000,1022.58,0,Leasehold,Private,Bukit Timah
1939000,721.19,2,Freehold,HDB,Bukit Timah
1900000,1593.07,24,Leasehold,Private,Bukit Timah
2050000,990.29,13,Freehold,Private,Bukit Timah
3450000,1625.36,18,Freehold,Private,Bukit Timah
1160000,645.84,9,Leasehold,Private,Bukit Timah
2550000,1743.77,12,Freehold,HDB,Bukit Timah
3600000,1915.99,38,Freehold,Private,Bukit Timah
3385000,1582.31,18,Freehold,Private,Bukit Timah
2850000,1399.32,9,Leasehold,HDB,Bukit Timah
1760000,1420.85,43,Leasehold,Private,Bukit Timah
2950000,1356.26,33,Freehold,Private,Bukit Timah
2900000,1711.48,25,Leasehold,Private,Bukit Timah
3525000,1420.85,16,Freehold,HDB,Bukit Timah
3960000,1894.46,11,Freehold,Private,Bukit Timah
1846050,710.42,2,Freehold,HDB,Bukit Timah
3700000,2109.74,31,Freehold,HDB,Bukit Timah
1450000,1044.11,25,Freehold,Private,Bukit Timah
3380000,1399.32,18,Freehold,Private,Bukit Timah
2788000,1539.25,9,Leasehold,HDB,Bukit Timah
2280000,1420.85,25,Freehold,HDB,Bukit Timah
1100000,656.6,9,Leasehold,Private,Bukit Timah
2080000,1496.2,28,Freehold,Private,Bukit Timah
2775000,1227.1,13,Leasehold,Private,Others
2300000,1130.22,13,Leasehold,HDB,Others
1770000,731.95,13,Leasehold,Private,Others
6100000,1980.58,13,Leasehold,Private,Others
2810000,1603.84,10,Leasehold,Private,Others
6900000,2368.08,13,Leasehold,Private,Others
2880000,1571.54,10,Leasehold,Private,Others
3780000,1636.13,13,Leasehold,Private,Others
2400000,1054.87,13,Leasehold,HDB,Others
3180000,1614.6,10,Leasehold,Private,Others
1720000,731.95,13,Leasehold,Private,Others
1500000,742.72,13,Leasehold,Private,Others
3280000,1625.36,10,Leasehold,HDB,Others
2240000,1130.22,13,Leasehold,HDB,Others
1540000,731.95,13,Leasehold,Private,Others
3100000,1571.54,10,Leasehold,Private,Others
5250000,2680.24,10,Leasehold,Private,Others
5230000,1980.58,13,Leasehold,Private,Others
1288800,979.52,25,Leasehold,Private,Geylang
1200000,699.66,6,Leasehold,Private,Geylang
2488000,1442.38,6,Leasehold,Private,Geylang
2328000,1280.92,10,Leasehold,Private,Geylang
1125000,624.31,6,Leasehold,HDB,Geylang
1800000,1022.58,13,Freehold,HDB,Geylang
1260000,624.31,10,Leasehold,Private,Geylang
2480000,1313.21,19,Freehold,HDB,Geylang
815000,484.38,6,Leasehold,HDB,Geylang
1388000,785.77,6,Leasehold,Private,Geylang
1290000,753.48,10,Leasehold,Private,Geylang
1183000,710.42,6,Leasehold,Private,Geylang
1408000,850.36,5,Leasehold,HDB,Geylang
1110000,742.72,29,Freehold,Private,Geylang
1610000,958,6,Leasehold,HDB,Geylang
1880000,1151.75,8,Freehold,HDB,Geylang
1444608,1216.33,22,Leasehold,Private,Geylang
2180000,1313.21,13,Leasehold,HDB,Geylang
3280000,1829.88,13,Leasehold,Private,Geylang
1168000,667.37,6,Leasehold,HDB,Geylang
1140000,667.37,6,Leasehold,Private,Geylang
7.00E+05,462.85,6,Leasehold,Private,Geylang
1880000,1162.51,8,Freehold,Private,Geylang
2160000,1130.22,10,Leasehold,HDB,Geylang
1260000,850.36,19,Leasehold,Private,Geylang
1405000,828.83,6,Leasehold,Private,Geylang
790000,441.32,6,Leasehold,HDB,Geylang
1220000,699.66,5,Leasehold,HDB,Geylang
1630000,1237.86,25,Leasehold,HDB,Geylang
980000,624.31,8,Freehold,Private,Geylang
1700000,1194.8,19,Leasehold,Private,Geylang
1310000,785.77,6,Leasehold,HDB,Geylang
928000,645.84,17,Freehold,Private,Geylang
1876000,1022.58,6,Leasehold,Private,Geylang
1200000,742.72,5,Leasehold,Private,Geylang
1192000,785.77,10,Leasehold,Private,Geylang
1128800,753.48,17,Freehold,Private,Geylang
888000,613.55,6,Leasehold,Private,Geylang
2210000,1313.21,13,Leasehold,HDB,Geylang
805000,441.32,6,Leasehold,HDB,Geylang
1640000,1227.1,22,Leasehold,HDB,Geylang
1660000,1216.33,19,Leasehold,Private,Geylang
1840000,1033.34,6,Leasehold,Private,Geylang
2400000,1388.56,10,Leasehold,HDB,Geylang
1420000,785.77,6,Leasehold,Private,Geylang
1450000,1367.03,22,Leasehold,Private,Geylang
2910000,1571.54,10,Leasehold,Private,Geylang
2450000,1313.21,19,Freehold,Private,Geylang
1150000,667.37,6,Leasehold,HDB,Geylang
3200000,1894.46,13,Leasehold,Private,Geylang
1418888,850.36,5,Leasehold,HDB,Geylang
1213888,667.37,6,Leasehold,HDB,Geylang
775000,409.03,6,Leasehold,HDB,Geylang
870000,484.38,10,Leasehold,HDB,Geylang
3140000,1829.88,13,Leasehold,Private,Geylang
1640000,1237.86,19,Leasehold,HDB,Geylang
1150000,667.37,6,Leasehold,HDB,Geylang
1198000,667.37,6,Leasehold,Private,Geylang
1148000,624.31,10,Leasehold,Private,Geylang
2230000,1313.21,13,Leasehold,Private,Geylang
1468000,947.23,17,Freehold,Private,Geylang
1210000,699.66,6,Leasehold,HDB,Geylang
1130000,667.37,6,Leasehold,Private,Geylang
2330000,1313.21,19,Freehold,HDB,Geylang
1760000,1022.58,13,Leasehold,Private,Geylang
850000,484.38,10,Leasehold,Private,Geylang
3200000,1829.88,13,Leasehold,Private,Geylang
2600000,1313.21,19,Freehold,HDB,Geylang
1940000,1173.28,6,Leasehold,HDB,Geylang
1820000,1528.49,25,Leasehold,Private,Geylang
2315000,1184.04,10,Leasehold,Private,Geylang
798000,484.38,6,Leasehold,Private,Geylang
830000,581.26,10,Leasehold,HDB,Geylang
2030000,1162.51,8,Freehold,HDB,Geylang
2145000,1140.98,10,Leasehold,HDB,Geylang
1790000,1001.05,6,Leasehold,Private,Geylang
2460000,1291.68,13,Leasehold,Private,Geylang
808000,484.38,6,Leasehold,Private,Geylang
1090000,699.66,29,Freehold,Private,Geylang
1770000,1237.86,19,Leasehold,Private,Geylang
2020000,1280.92,10,Leasehold,Private,Geylang
1838000,1194.8,18,Freehold,Private,Geylang
1245000,764.24,5,Leasehold,HDB,Geylang
1468000,861.12,5,Leasehold,Private,Geylang
1785888,1302.44,19,Leasehold,Private,Geylang
1668000,882.65,10,Leasehold,Private,Geylang
1725000,958,6,Leasehold,Private,Geylang
790000,441.32,6,Leasehold,Private,Geylang
1466000,1248.62,25,Leasehold,HDB,Geylang
1200000,764.24,5,Leasehold,HDB,Geylang
1950000,1323.97,19,Leasehold,HDB,Geylang
1525000,818.06,6,Leasehold,Private,Geylang
827000,484.38,6,Leasehold,Private,Geylang
1738000,1022.58,13,Leasehold,HDB,Geylang
2050000,1130.22,13,Freehold,Private,Geylang
1818000,958,6,Leasehold,HDB,Geylang
1510000,1173.28,22,Leasehold,HDB,Geylang
1140000,624.31,6,Leasehold,Private,Geylang
820000,441.32,6,Leasehold,HDB,Geylang
2250000,1151.75,10,Leasehold,Private,Geylang
1800000,1044.11,13,Leasehold,Private,Geylang
1045000,613.55,8,Freehold,HDB,Geylang
2500000,1184.04,10,Leasehold,Private,Geylang
788888,441.32,8,Freehold,HDB,Geylang
2160000,1313.21,13,Leasehold,Private,Geylang
1518000,1044.11,19,Leasehold,HDB,Geylang
1230000,699.66,6,Leasehold,Private,Geylang
1320000,796.54,8,Freehold,HDB,Geylang
2200000,1130.22,10,Leasehold,HDB,Geylang
